ENSEMBL_gene,HGNC_symbol,a,b,HGNC_symbol_unique
ENSMUSG00000053158,Fes,11,5074,Fes-53158
ENSMUSG00000030530,Furin,16,9178,Furin-30530
ENSMUSG00000108436,Gm44851,2,2309,Gm44851-108436
ENSMUSG00000081664,Gm15544,2,1531,Gm15544-81664
ENSMUSG00000030528,Blm,13,8777,Blm-30528
ENSMUSG00000091989,Ndufab1-ps,2,468,Ndufab1-ps-91989
ENSMUSG00000030527,Crtc3,16,9850,Crtc3-30527
ENSMUSG00000108643,Gm44931,2,545,Gm44931-108643
ENSMUSG00000084821,Gm15880,2,2884,Gm15880-84821
ENSMUSG00000030536,Iqgap1,11,16538,Iqgap1-30536
ENSMUSG00000108321,Gm44649,2,840,Gm44649-108321
ENSMUSG00000038797,Zscan2,14,2994,Zscan2-38797
ENSMUSG00000025722,Wdr73,17,3721,Wdr73-25722
ENSMUSG00000025723,Nmb,13,793,Nmb-25723
ENSMUSG00000025724,Sec11a,13,4614,Sec11a-25724
ENSMUSG00000081372,Gm16171,2,324,Gm16171-81372
ENSMUSG00000109390,Gm45718,2,3794,Gm45718-109390
ENSMUSG00000109367,Gm18782,2,1399,Gm18782-109367
ENSMUSG00000109008,Gm44899,3,807,Gm44899-109008
ENSMUSG00000005621,Zfp592,12,7412,Zfp592-5621
ENSMUSG00000109302,Gm44967,2,631,Gm44967-109302
ENSMUSG00000038763,Alpk3,13,6445,Alpk3-38763
ENSMUSG00000085194,Platr32,2,394,Platr32-85194
ENSMUSG00000025726,Slc28a1,12,2950,Slc28a1-25726
ENSMUSG00000083820,Ndufs6b,2,348,Ndufs6b-83820
ENSMUSG00000109323,Gm44968,2,1171,Gm44968-109323
ENSMUSG00000025584,Pde8a,18,4045,Pde8a-25584
ENSMUSG00000083774,Gm7180,2,513,Gm7180-83774
ENSMUSG00000061787,Rps17,16,1274,Rps17-61787
ENSMUSG00000025586,Cpeb1,18,4192,Cpeb1-25586
ENSMUSG00000081747,Rpl7a-ps9,2,777,Rpl7a-ps9-81747
ENSMUSG00000109401,Cpeb1os1,2,2112,Cpeb1os1-109401
ENSMUSG00000062444,Ap3b2,16,7694,Ap3b2-62444
ENSMUSG00000061877,BC048679,14,640,BC048679-61877
ENSMUSG00000097277,2900076A07Rik,9,3478,2900076A07Rik-97277
ENSMUSG00002076102,Gm54927,1,127,Gm54927-2076102
ENSMUSG00000104618,Mir1839,3,73,Mir1839-104618
ENSMUSG00000104453,Gm37829,2,2213,Gm37829-104453
ENSMUSG00000038663,Fsd2,8,3985,Fsd2-38663
ENSMUSG00000045795,Whamm,11,3176,Whamm-45795
ENSMUSG00000109428,Gm45698,2,1135,Gm45698-109428
ENSMUSG00000025813,Homer2,15,12621,Homer2-25813
ENSMUSG00000109194,Gm44570,2,3715,Gm44570-109194
ENSMUSG00002076632,Gm54959,1,108,Gm54959-2076632
ENSMUSG00000109519,Gm18806,2,1775,Gm18806-109519
ENSMUSG00000038646,Ramac,14,1741,Ramac-38646
ENSMUSG00000025102,3110040N11Rik,15,1231,3110040N11Rik-25102
ENSMUSG00000109485,Gm45016,2,396,Gm45016-109485
ENSMUSG00000109427,Gm45845,2,582,Gm45845-109427
ENSMUSG00000025103,Btbd1,9,3471,Btbd1-25103
ENSMUSG00000120034,Gm32695,1,561,Gm32695-120034
ENSMUSG00000038623,Tm6sf1,10,5921,Tm6sf1-38623
ENSMUSG00000109110,Gm45014,2,405,Gm45014-109110
ENSMUSG00000109243,Gm45867,2,2317,Gm45867-109243
ENSMUSG00000025104,Hdgfl3,14,9575,Hdgfl3-25104
ENSMUSG00000109090,Gm45088,2,1408,Gm45088-109090
ENSMUSG00002076387,Gm55013,1,125,Gm55013-2076387
ENSMUSG00000025105,Bnc1,11,4680,Bnc1-25105
ENSMUSG00000052779,4833418N17Rik,5,615,4833418N17Rik-52779
ENSMUSG00000109145,Gm20744,2,2626,Gm20744-109145
ENSMUSG00000108987,Gm45056,2,3462,Gm45056-108987
ENSMUSG00000108868,Gm32850,2,763,Gm32850-108868
ENSMUSG00000108845,Gm45090,2,1148,Gm45090-108845
ENSMUSG00000109140,Gm45089,2,2040,Gm45089-109140
ENSMUSG00000030638,Sh3gl3,14,4319,Sh3gl3-30638
ENSMUSG00000070469,Adamtsl3,13,7744,Adamtsl3-70469
ENSMUSG00000109479,Gm44919,2,1073,Gm44919-109479
ENSMUSG00000038570,Saxo2,16,4784,Saxo2-38570
ENSMUSG00000038563,Efl1,15,5676,Efl1-38563
ENSMUSG00000108855,Gm44917,2,520,Gm44917-108855
ENSMUSG00000108991,Gm45807,2,2874,Gm45807-108991
ENSMUSG00000108984,Gm44916,2,2194,Gm44916-108984
ENSMUSG00000086690,4933406J10Rik,2,963,4933406J10Rik-86690
ENSMUSG00002076035,Gm55052,1,108,Gm55052-2076035
ENSMUSG00000030636,1700010L04Rik,16,1577,1700010L04Rik-30636
ENSMUSG00000109383,Gm36584,2,708,Gm36584-109383
ENSMUSG00000120123,Gm57194,1,598,Gm57194-120123
ENSMUSG00000057706,Mex3b,8,3355,Mex3b-57706
ENSMUSG00000109106,4933430H16Rik,2,1319,4933430H16Rik-109106
ENSMUSG00000109541,Gm6112,2,629,Gm6112-109541
ENSMUSG00000077149,Gm22934,3,132,Gm22934-77149
ENSMUSG00000053528,A530021J07Rik,7,2373,A530021J07Rik-53528
ENSMUSG00000108861,5930435M05Rik,2,3864,5930435M05Rik-108861
ENSMUSG00000109335,Gm44845,2,335,Gm44845-109335
ENSMUSG00000109506,Gm44724,2,5903,Gm44724-109506
ENSMUSG00000109013,Gm44723,2,4000,Gm44723-109013
ENSMUSG00000108831,Gm7957,2,2602,Gm7957-108831
ENSMUSG00000109042,Gm44991,2,479,Gm44991-109042
ENSMUSG00000094841,Gm10610,3,2797,Gm10610-94841
ENSMUSG00000038540,Tmc3,15,9027,Tmc3-38540
ENSMUSG00000087088,Gm16638,4,9450,Gm16638-87088
ENSMUSG00000046027,Stard5,18,5460,Stard5-46027
ENSMUSG00000108825,Gm45838,2,2447,Gm45838-108825
ENSMUSG00000001741,Il16,13,7865,Il16-1741
ENSMUSG00000085080,2310044K18Rik,2,618,2310044K18Rik-85080
ENSMUSG00000109290,Phgdh-ps1,2,754,Phgdh-ps1-109290
ENSMUSG00000063902,Gm7964,14,1378,Gm7964-63902
ENSMUSG00000011154,Cfap161,18,3188,Cfap161-11154
ENSMUSG00000109248,Gm44993,2,842,Gm44993-109248
ENSMUSG00000109450,Gm39043,2,2081,Gm39043-109450
ENSMUSG00000109163,3110009M11Rik,2,892,3110009M11Rik-109163
ENSMUSG00000109552,Gm44531,2,2000,Gm44531-109552
ENSMUSG00000109452,Gm44530,2,3559,Gm44530-109452
ENSMUSG00000070462,Tlnrd1,5,4433,Tlnrd1-70462
ENSMUSG00000038503,Mesd,16,5558,Mesd-38503
ENSMUSG00000108878,Gm49493,2,4136,Gm49493-108878
ENSMUSG00000052353,Cemip,14,12232,Cemip-52353
ENSMUSG00000038459,Abhd17c,11,4606,Abhd17c-38459
ENSMUSG00000097016,Gm26708,3,2007,Gm26708-97016
ENSMUSG00000092743,Gm22177,3,158,Gm22177-92743
ENSMUSG00000109381,Gm44826,2,2332,Gm44826-109381
ENSMUSG00000109091,Gm44827,2,2229,Gm44827-109091
ENSMUSG00000015709,Arnt2,10,7689,Arnt2-15709
ENSMUSG00000119308,Gm25790,1,107,Gm25790-119308
ENSMUSG00000109341,Gm30873,2,1222,Gm30873-109341
ENSMUSG00000108864,Gm44933,2,1987,Gm44933-108864
ENSMUSG00000109347,Gm45175,2,1375,Gm45175-109347
ENSMUSG00000097789,Ctxnd1,3,7340,Ctxnd1-97789
ENSMUSG00000109422,Gm45174,2,3065,Gm45174-109422
ENSMUSG00000109513,Gm44928,2,128,Gm44928-109513
ENSMUSG00000030630,Fah,17,2218,Fah-30630
ENSMUSG00000030629,Zfand6,16,4508,Zfand6-30629
ENSMUSG00000085236,2610206C17Rik,4,1917,2610206C17Rik-85236
ENSMUSG00000092429,Tprgl-ps1,2,762,Tprgl-ps1-92429
ENSMUSG00000092217,Vmn2r-ps62,3,578,Vmn2r-ps62-92217
ENSMUSG00000068629,Gm6155,5,341,Gm6155-68629
ENSMUSG00000070460,Or5ae2,8,3471,Or5ae2-70460
ENSMUSG00000092425,Tprgl-ps2,2,789,Tprgl-ps2-92425
ENSMUSG00000070459,Or5ae1,7,5210,Or5ae1-70459
ENSMUSG00000116179,Or5ae1,2,948,Or5ae1-116179
ENSMUSG00000092214,Gm18560,2,1123,Gm18560-92214
ENSMUSG00000066372,Vmn2r65,7,10403,Vmn2r65-66372
ENSMUSG00000094950,Vmn2r66,3,12104,Vmn2r66-94950
ENSMUSG00000092530,Vmn2r-ps64,2,523,Vmn2r-ps64-92530
ENSMUSG00000092422,Vmn2r-ps65,2,220,Vmn2r-ps65-92422
ENSMUSG00000092621,Vmn2r-ps66,2,1256,Vmn2r-ps66-92621
ENSMUSG00000092211,Vmn2r-ps67,2,385,Vmn2r-ps67-92211
ENSMUSG00000092199,Gm18358,2,1277,Gm18358-92199
ENSMUSG00000095664,Vmn2r67,3,12623,Vmn2r67-95664
ENSMUSG00000092259,Vmn2r-ps68,2,861,Vmn2r-ps68-92259
ENSMUSG00000096861,Vmn2r68,3,4066,Vmn2r68-96861
ENSMUSG00000092562,Gm20414,2,646,Gm20414-92562
ENSMUSG00000092313,Gm20415,2,423,Gm20415-92313
ENSMUSG00000090773,Vmn2r-ps69,4,2565,Vmn2r-ps69-90773
ENSMUSG00000091006,Vmn2r69,4,16132,Vmn2r69-91006
ENSMUSG00000092256,Gm18359,2,1459,Gm18359-92256
ENSMUSG00000108857,Gm44578,2,3835,Gm44578-108857
ENSMUSG00000092431,Vmn2r-ps70,2,302,Vmn2r-ps70-92431
ENSMUSG00000092467,Gm18360,2,1524,Gm18360-92467
ENSMUSG00000090806,Vmn2r70,4,12965,Vmn2r70-90806
ENSMUSG00000091205,Vmn2r71,4,3311,Vmn2r71-91205
ENSMUSG00000092533,Vmn2r-ps72,2,907,Vmn2r-ps72-92533
ENSMUSG00000092567,Vmn2r-ps73,3,2111,Vmn2r-ps73-92567
ENSMUSG00000051877,Vmn2r72,10,4749,Vmn2r72-51877
ENSMUSG00000092426,Gm18779,2,577,Gm18779-92426
ENSMUSG00000092410,Gm18354,2,1068,Gm18354-92410
ENSMUSG00000092179,Vmn2r-ps75,3,219,Vmn2r-ps75-92179
ENSMUSG00000092307,Vmn2r-ps76,2,739,Vmn2r-ps76-92307
ENSMUSG00000092287,Vmn2r-ps77,3,337,Vmn2r-ps77-92287
ENSMUSG00000070458,Vmn2r73,6,9792,Vmn2r73-70458
ENSMUSG00000092440,Vmn2r-ps78,2,308,Vmn2r-ps78-92440
ENSMUSG00000090774,Vmn2r74,3,10157,Vmn2r74-90774
ENSMUSG00000092263,Vmn2r-ps79,2,377,Vmn2r-ps79-92263
ENSMUSG00000092529,Vmn2r-ps80,3,933,Vmn2r-ps80-92529
ENSMUSG00000092608,Vmn2r-ps81,3,857,Vmn2r-ps81-92608
ENSMUSG00000092330,Vmn2r-ps82,3,2052,Vmn2r-ps82-92330
ENSMUSG00000092357,Vmn2r-ps83,2,2368,Vmn2r-ps83-92357
ENSMUSG00000092532,Vmn2r-ps84,2,897,Vmn2r-ps84-92532
ENSMUSG00000090436,Vmn2r75,3,5372,Vmn2r75-90436
ENSMUSG00000092587,Vmn2r-ps85,2,940,Vmn2r-ps85-92587
ENSMUSG00000092419,Vmn2r-ps86,2,871,Vmn2r-ps86-92419
ENSMUSG00000091239,Vmn2r76,4,26506,Vmn2r76-91239
ENSMUSG00000057540,Or14c46,4,1404,Or14c46-57540
ENSMUSG00000092197,Gm20480,2,250,Gm20480-92197
ENSMUSG00002074870,Gm55326,1,96,Gm55326-2074870
ENSMUSG00000054054,Or13g1,4,3293,Or13g1-54054
ENSMUSG00000054498,Or6f1,7,4991,Or6f1-54498
ENSMUSG00000055610,Or14a260,6,4519,Or14a260-55610
ENSMUSG00000092388,Or14o1-ps1,3,743,Or14o1-ps1-92388
ENSMUSG00000055571,Or14a259,5,3778,Or14a259-55571
ENSMUSG00000062426,Or14a258,3,1002,Or14a258-62426
ENSMUSG00000039608,Or6aa1,7,4200,Or6aa1-39608
ENSMUSG00000110039,Gm45541,2,54,Gm45541-110039
ENSMUSG00000061549,Or14c44,7,1937,Or14c44-61549
ENSMUSG00000092401,Or14n1,4,2395,Or14n1-92401
ENSMUSG00000020168,Or14c43,6,4479,Or14c43-20168
ENSMUSG00000062878,Or14a257,4,3555,Or14a257-62878
ENSMUSG00000057067,Or14c45,5,1928,Or14c45-57067
ENSMUSG00000092293,Gm17919,2,312,Gm17919-92293
ENSMUSG00000092372,Or14c42,4,1102,Or14c42-92372
ENSMUSG00000059319,Or14c41,4,6013,Or14c41-59319
ENSMUSG00000062042,Or14a256,2,1008,Or14a256-62042
ENSMUSG00000063394,Or14c40,4,2852,Or14c40-63394
ENSMUSG00000060688,Or14c39,5,3211,Or14c39-60688
ENSMUSG00000001773,Folh1,15,3210,Folh1-1773
ENSMUSG00000090949,Vmn2r77,3,5787,Vmn2r77-90949
ENSMUSG00000092195,Vmn2r-ps87,4,2629,Vmn2r-ps87-92195
ENSMUSG00000121335,Gm65452,1,2732,Gm65452-121335
ENSMUSG00000092376,Gm19203,2,939,Gm19203-92376
ENSMUSG00000091962,Vmn2r78,4,7115,Vmn2r78-91962
ENSMUSG00000090362,Vmn2r79,3,14279,Vmn2r79-90362
ENSMUSG00000109334,Gm44925,2,2110,Gm44925-109334
ENSMUSG00000108816,Gm6230,2,780,Gm6230-108816
ENSMUSG00000030562,Nox4,18,8471,Nox4-30562
ENSMUSG00000004651,Tyr,7,7108,Tyr-4651
ENSMUSG00000049583,Grm5,16,10247,Grm5-49583
ENSMUSG00000108983,Gm44926,2,1826,Gm44926-108983
ENSMUSG00000108893,Gm44927,2,716,Gm44927-108893
ENSMUSG00000109461,Gm44848,2,3234,Gm44848-109461
ENSMUSG00000108890,Gm44847,2,1991,Gm44847-108890
ENSMUSG00000087947,Gm24249,3,64,Gm24249-87947
ENSMUSG00000108993,Gm44846,2,3243,Gm44846-108993
ENSMUSG00000030560,Ctsc,18,5808,Ctsc-30560
ENSMUSG00000109244,Gm44751,2,4387,Gm44751-109244
ENSMUSG00000077693,Gm25345,3,133,Gm25345-77693
ENSMUSG00000030559,Rab38,9,1577,Rab38-30559
ENSMUSG00000080748,Gm15661,2,556,Gm15661-80748
ENSMUSG00000069972,Rps13-ps2,7,453,Rps13-ps2-69972
ENSMUSG00000098174,Gm8183,2,980,Gm8183-98174
ENSMUSG00000109135,Gm6240,2,473,Gm6240-109135
ENSMUSG00000109278,Gm45144,2,354,Gm45144-109278
ENSMUSG00000039428,Tmem135,12,7572,Tmem135-39428
ENSMUSG00000109576,Gm44704,2,1990,Gm44704-109576
ENSMUSG00002075321,Gm55433,1,110,Gm55433-2075321
ENSMUSG00002075979,Gm55434,1,110,Gm55434-2075979
ENSMUSG00000109327,Gm44995,2,504,Gm44995-109327
ENSMUSG00000109199,Gm44996,2,2980,Gm44996-109199
ENSMUSG00000049791,Fzd4,5,6720,Fzd4-49791
ENSMUSG00000109311,AI314278,2,2795,AI314278-109311
ENSMUSG00000039405,Prss23,8,3767,Prss23-39405
ENSMUSG00000030623,Prss23os,5,1592,Prss23os-30623
ENSMUSG00000108875,Gm45064,2,443,Gm45064-108875
ENSMUSG00000098019,Gm2546,2,991,Gm2546-98019
ENSMUSG00000092071,A230065N10Rik,2,1028,A230065N10Rik-92071
ENSMUSG00000030621,Me3,18,14624,Me3-30621
ENSMUSG00000089938,Gm15744,2,213,Gm15744-89938
ENSMUSG00000109150,Gm45793,2,1342,Gm45793-109150
ENSMUSG00000039391,Ccdc81,12,2790,Ccdc81-39391
ENSMUSG00000062797,Hikeshi,15,5210,Hikeshi-62797
ENSMUSG00000030619,Eed,11,3828,Eed-30619
ENSMUSG00000109038,Gm45120,2,408,Gm45120-109038
ENSMUSG00000097585,E230029C05Rik,4,8700,E230029C05Rik-97585
ENSMUSG00000121051,Gm57222,1,334,Gm57222-121051
ENSMUSG00000109245,Gm44860,2,2346,Gm44860-109245
ENSMUSG00000108897,Gm44861,2,1220,Gm44861-108897
ENSMUSG00000120977,Gm32164,1,840,Gm32164-120977
ENSMUSG00000062235,Btf3-ps5,7,489,Btf3-ps5-62235
ENSMUSG00000097162,2310010J17Rik,4,1306,2310010J17Rik-97162
ENSMUSG00000120734,Gm57211,1,387,Gm57211-120734
ENSMUSG00000039361,Picalm,12,15732,Picalm-39361
ENSMUSG00000109429,Gm45223,2,5138,Gm45223-109429
ENSMUSG00000109498,Gm45222,2,4307,Gm45222-109498
ENSMUSG00000109005,Gm45221,2,2272,Gm45221-109005
ENSMUSG00000109279,Gm45220,2,2509,Gm45220-109279
ENSMUSG00000030617,Ccdc83,14,3250,Ccdc83-30617
ENSMUSG00002076555,Gm55748,1,113,Gm55748-2076555
ENSMUSG00000030616,Sytl2,17,13948,Sytl2-30616
ENSMUSG00000044362,Ccdc89,9,2093,Ccdc89-44362
ENSMUSG00000051451,Crebzf,7,4174,Crebzf-51451
ENSMUSG00000030615,Tmem126a,13,2570,Tmem126a-30615
ENSMUSG00000109216,Gm44907,2,1633,Gm44907-109216
ENSMUSG00000030614,Tmem126b,9,4740,Tmem126b-30614
ENSMUSG00000052572,Dlg2,20,17870,Dlg2-52572
ENSMUSG00000109074,Gm45162,2,618,Gm45162-109074
ENSMUSG00000109242,A930002H02Rik,2,1178,A930002H02Rik-109242
ENSMUSG00000109431,Gm45161,2,2263,Gm45161-109431
ENSMUSG00000109125,Gm45159,2,25241,Gm45159-109125
ENSMUSG00000109562,Gm45178,2,4110,Gm45178-109562
ENSMUSG00000108956,Gm45179,2,4337,Gm45179-108956
ENSMUSG00002075258,Gm55873,1,210,Gm55873-2075258
ENSMUSG00002075035,Gm55874,1,208,Gm55874-2075035
ENSMUSG00000109239,Gm45176,2,4096,Gm45176-109239
ENSMUSG00000108819,Gm45177,2,2307,Gm45177-108819
ENSMUSG00000109387,Gm45182,2,2404,Gm45182-109387
ENSMUSG00000089271,Gm24552,3,103,Gm24552-89271
ENSMUSG00000109353,Gm45183,2,1497,Gm45183-109353
ENSMUSG00000108920,Gm44678,2,2775,Gm44678-108920
ENSMUSG00002074863,Gm55875,1,106,Gm55875-2074863
ENSMUSG00000109320,Gm44679,2,2908,Gm44679-109320
ENSMUSG00000109370,Gm44675,2,2927,Gm44675-109370
ENSMUSG00000109217,Gm44676,2,3055,Gm44676-109217
ENSMUSG00000109505,Gm44677,2,3739,Gm44677-109505
ENSMUSG00000109044,Gm44680,2,2910,Gm44680-109044
ENSMUSG00000109256,Gm44681,2,842,Gm44681-109256
ENSMUSG00000064403,Gm23928,4,145,Gm23928-64403
ENSMUSG00000109037,C030038I04Rik,2,740,C030038I04Rik-109037
ENSMUSG00000109481,Gm45130,2,3388,Gm45130-109481
ENSMUSG00000108953,Gm45129,2,2224,Gm45129-108953
ENSMUSG00000109191,Gm45131,2,2582,Gm45131-109191
ENSMUSG00000108826,4931412I15Rik,2,1448,4931412I15Rik-108826
ENSMUSG00000109382,4930567K12Rik,2,1281,4930567K12Rik-109382
ENSMUSG00000109574,B230206I08Rik,2,3191,B230206I08Rik-109574
ENSMUSG00000109031,Gm45201,2,2679,Gm45201-109031
ENSMUSG00000030613,Ccdc90b,14,1801,Ccdc90b-30613
ENSMUSG00000041343,Ankrd42,20,5099,Ankrd42-41343
ENSMUSG00000103887,Gm37008,3,1079,Gm37008-103887
ENSMUSG00000098066,Gm26944,3,633,Gm26944-98066
ENSMUSG00000102555,6430511E19Rik,2,3835,6430511E19Rik-102555
ENSMUSG00000041328,Pcf11,17,7827,Pcf11-41328
ENSMUSG00000109395,Gm45199,2,1507,Gm45199-109395
ENSMUSG00000098041,Gm26981,2,3169,Gm26981-98041
ENSMUSG00000074024,4632427E13Rik,7,7345,4632427E13Rik-74024
ENSMUSG00000030643,Rab30,15,9642,Rab30-30643
ENSMUSG00000109257,Gm45200,2,919,Gm45200-109257
ENSMUSG00000030641,Ddias,11,3702,Ddias-30641
ENSMUSG00000061119,Prcp,8,5497,Prcp-61119
ENSMUSG00000109268,9530078K11Rik,2,694,9530078K11Rik-109268
ENSMUSG00000108994,Gm31663,4,1190,Gm31663-108994
ENSMUSG00000121498,ENSMUSG00000121498,1,1524,ENSMUSG00000121498-121498
ENSMUSG00000097644,Gm26862,2,2191,Gm26862-97644
ENSMUSG00000054061,Gm9934,10,2885,Gm9934-54061
ENSMUSG00000051515,Fam181b,12,2002,Fam181b-51515
ENSMUSG00000088877,Gm25860,3,126,Gm25860-88877
ENSMUSG00000109196,Gm44715,2,3839,Gm44715-109196
ENSMUSG00000087412,Gm15501,6,862,Gm15501-87412
ENSMUSG00000109175,Gm44947,2,1981,Gm44947-109175
ENSMUSG00000109315,Gm45037,2,673,Gm45037-109315
ENSMUSG00000109195,Gm45038,2,3838,Gm45038-109195
ENSMUSG00000109077,Gm8285,2,759,Gm8285-109077
ENSMUSG00000109226,Gm45039,2,3477,Gm45039-109226
ENSMUSG00000109440,Bc1-ps1,3,318,Bc1-ps1-109440
ENSMUSG00000118493,Gm18197,2,1011,Gm18197-118493
ENSMUSG00000108532,Gm32647,2,6242,Gm32647-108532
ENSMUSG00000096033,Gm5899,3,270,Gm5899-96033
ENSMUSG00000108315,Gm44601,2,2720,Gm44601-108315
ENSMUSG00000108516,Gm44602,2,132,Gm44602-108516
ENSMUSG00000108433,Gm19761,2,391,Gm19761-108433
ENSMUSG00002075722,Gm55926,1,294,Gm55926-2075722
ENSMUSG00000119638,Gm25684,1,107,Gm25684-119638
ENSMUSG00000108786,Gm8309,2,1448,Gm8309-108786
ENSMUSG00000108429,Gm44603,2,367,Gm44603-108429
ENSMUSG00000108628,Gm5037,2,618,Gm5037-108628
ENSMUSG00000048078,Tenm4,17,21021,Tenm4-48078
ENSMUSG00000108528,Gm8319,2,641,Gm8319-108528
ENSMUSG00000076143,Mir708,3,109,Mir708-76143
ENSMUSG00000099030,Mir6394,3,99,Mir6394-99030
ENSMUSG00000085751,Gm15412,2,1096,Gm15412-85751
ENSMUSG00000082780,Rps11-ps5,3,472,Rps11-ps5-82780
ENSMUSG00000085792,Gm15414,3,440,Gm15414-85792
ENSMUSG00000053049,Gm15413,4,1935,Gm15413-53049
ENSMUSG00000085443,Gm15416,2,442,Gm15416-85443
ENSMUSG00000108635,Gm44633,2,439,Gm44633-108635
ENSMUSG00002076783,Gm55961,1,93,Gm55961-2076783
ENSMUSG00000085560,C230038L03Rik,3,4251,C230038L03Rik-85560
ENSMUSG00000087980,Gm22226,3,109,Gm22226-87980
ENSMUSG00000018995,Nars2,13,6967,Nars2-18995
ENSMUSG00000004508,Gab2,7,6168,Gab2-4508
ENSMUSG00000035713,Usp35,16,5288,Usp35-35713
ENSMUSG00000044952,Kctd21,6,2966,Kctd21-44952
ENSMUSG00000035704,Alg8,18,2784,Alg8-35704
ENSMUSG00000030647,Ndufc2,9,754,Ndufc2-30647
ENSMUSG00000083974,Gm16053,2,188,Gm16053-83974
ENSMUSG00000035686,Thrsp,9,2189,Thrsp-35686
ENSMUSG00000051727,Kctd14,15,2568,Kctd14-51727
ENSMUSG00000025133,Ints4,10,7038,Ints4-25133
ENSMUSG00000065360,Gm24412,3,109,Gm24412-65360
ENSMUSG00000035642,Aamdc,17,3833,Aamdc-35642
ENSMUSG00000035623,Rsf1,15,19039,Rsf1-35623
ENSMUSG00000108405,Ywhaq-ps1,2,710,Ywhaq-ps1-108405
ENSMUSG00000108442,Rpl15-ps5,2,605,Rpl15-ps5-108442
ENSMUSG00000086433,Rsf1os1,2,324,Rsf1os1-86433
ENSMUSG00000086993,Rsf1os2,2,3854,Rsf1os2-86993
ENSMUSG00000108547,Gm45186,2,478,Gm45186-108547
ENSMUSG00000025439,Clns1a,6,3856,Clns1a-25439
ENSMUSG00000042797,Aqp11,10,9418,Aqp11-42797
ENSMUSG00000030774,Pak1,14,3943,Pak1-30774
ENSMUSG00000108424,Gm44590,2,391,Gm44590-108424
ENSMUSG00000035582,Gdpd4,14,3053,Gdpd4-35582
ENSMUSG00000030761,Myo7a,17,8874,Myo7a-30761
ENSMUSG00000035547,Capn5,15,5485,Capn5-35547
ENSMUSG00000074006,Omp,4,2144,Omp-74006
ENSMUSG00000097749,Gm16938,3,511,Gm16938-97749
ENSMUSG00000074004,B3gnt6,4,2371,B3gnt6-74004
ENSMUSG00000030760,Acer3,15,15324,Acer3-30760
ENSMUSG00000049580,Tsku,13,3050,Tsku-49580
ENSMUSG00000108449,Gm44507,3,1325,Gm44507-108449
ENSMUSG00000108346,Gm44980,2,314,Gm44980-108346
ENSMUSG00000074003,Gucy2d,5,4102,Gucy2d-74003
ENSMUSG00000108764,Gm2926,2,239,Gm2926-108764
ENSMUSG00000108508,Gm44978,2,317,Gm44978-108508
ENSMUSG00000090958,Lrrc32,3,4688,Lrrc32-90958
ENSMUSG00000065803,Gm23040,4,163,Gm23040-65803
ENSMUSG00000055446,A630091E08Rik,6,828,A630091E08Rik-55446
ENSMUSG00000035401,Emsy,10,17256,Emsy-35401
ENSMUSG00000120382,4930558N01Rik,1,1059,4930558N01Rik-120382
ENSMUSG00000109101,Gm45132,2,2542,Gm45132-109101
ENSMUSG00000086477,Gm57488,5,6012,Gm57488-86477
ENSMUSG00000030753,Thap12,16,4125,Thap12-30753
ENSMUSG00000109149,Gm19656,2,4610,Gm19656-109149
ENSMUSG00000108988,Gm44934,2,238,Gm44934-108988
ENSMUSG00000015957,Wnt11,13,4137,Wnt11-15957
ENSMUSG00000091496,Gm8398,2,364,Gm8398-91496
ENSMUSG00000035354,Uvrag,10,9035,Uvrag-35354
ENSMUSG00000109282,Gm45188,2,1369,Gm45188-109282
ENSMUSG00000109130,Gm45187,2,3132,Gm45187-109130
ENSMUSG00000089501,Gm23479,3,122,Gm23479-89501
ENSMUSG00000109492,Gm33882,2,651,Gm33882-109492
ENSMUSG00000109073,Gm44975,2,1390,Gm44975-109073
ENSMUSG00000109468,Gm45185,2,404,Gm45185-109468
ENSMUSG00000030747,Dgat2,6,3083,Dgat2-30747
ENSMUSG00000109052,Gm45012,2,1666,Gm45012-109052
ENSMUSG00000052396,Mogat2,8,1835,Mogat2-52396
ENSMUSG00000109472,Gm18943,2,1216,Gm18943-109472
ENSMUSG00000097015,Gm26705,3,1457,Gm26705-97015
ENSMUSG00000055407,Map6,15,9152,Map6-55407
ENSMUSG00000109460,Gm45591,2,843,Gm45591-109460
ENSMUSG00000070436,Serpinh1,13,2443,Serpinh1-70436
ENSMUSG00000121235,Gm57252,1,1404,Gm57252-121235
ENSMUSG00000035314,Gdpd5,11,6739,Gdpd5-35314
ENSMUSG00000035298,Klhl35,9,2572,Klhl35-35298
ENSMUSG00000030744,Rps3,14,4483,Rps3-30744
ENSMUSG00000064966,Snord15b,3,145,Snord15b-64966
ENSMUSG00000065822,Snord15a,3,148,Snord15a-65822
ENSMUSG00002076757,Gm56176,1,105,Gm56176-2076757
ENSMUSG00000018909,Arrb1,16,11175,Arrb1-18909
ENSMUSG00000065571,Mir326,3,95,Mir326-65571
ENSMUSG00000108850,Gm44914,2,2720,Gm44914-108850
ENSMUSG00000096606,Tpbgl,3,3022,Tpbgl-96606
ENSMUSG00000097974,Gm10605,3,3571,Gm10605-97974
ENSMUSG00000065698,Gm25409,3,131,Gm25409-65698
ENSMUSG00000030737,Slco2b1,18,5958,Slco2b1-30737
ENSMUSG00000085095,Gm15635,3,2870,Gm15635-85095
ENSMUSG00000109559,Gm34280,2,2114,Gm34280-109559
