ENSEMBL_gene,HGNC_symbol,a,b,HGNC_symbol_unique
ENSG00000163157,TMOD4,15,1843,TMOD4-163157
ENSG00000163159,VPS72,15,1764,VPS72-163159
ENSG00000143398,PIP5K1A,20,5405,PIP5K1A-143398
ENSG00000159352,PSMD4,16,3021,PSMD4-159352
ENSG00000232671,ZNF687-AS1,8,1039,ZNF687-AS1-232671
ENSG00000143373,ZNF687,18,6324,ZNF687-143373
ENSG00000143393,PI4KB,17,5456,PI4KB-143393
ENSG00000265753,RN7SL444P,2,300,RN7SL444P-265753
ENSG00000273481,ENSG00000273481.1,1,481,ENSG00000273481.1-273481
ENSG00000143390,RFX5,18,4555,RFX5-143390
ENSG00000224645,ENSG00000224645.1,1,358,ENSG00000224645.1-224645
ENSG00000237976,RFX5-AS1,2,647,RFX5-AS1-237976
ENSG00000143416,SELENBP1,21,3476,SELENBP1-143416
ENSG00000159377,PSMB4,11,2125,PSMB4-159377
ENSG00000143442,POGZ,24,12192,POGZ-143442
ENSG00000238711,RNY4P25,1,96,RNY4P25-238711
ENSG00000143375,CGN,15,6616,CGN-143375
ENSG00000252840,ENSG00000252840.1,1,108,ENSG00000252840.1-252840
ENSG00000143367,TUFT1,17,3878,TUFT1-143367
ENSG00000232536,ENSG00000232536.1,1,526,ENSG00000232536.1-232536
ENSG00000207606,MIR554,1,96,MIR554-207606
ENSG00000223861,ENSG00000223861.1,1,495,ENSG00000223861.1-223861
ENSG00000143376,SNX27,14,16711,SNX27-143376
ENSG00000250734,ENSG00000250734.2,2,535,ENSG00000250734.2-250734
ENSG00000206635,RNU6-1062P,1,107,RNU6-1062P-206635
ENSG00000159409,CELF3,15,6774,CELF3-159409
ENSG00000227045,ENSG00000227045.1,1,386,ENSG00000227045.1-227045
ENSG00000178796,RIIAD1,13,2276,RIIAD1-178796
ENSG00000206980,RNU6-662P,1,104,RNU6-662P-206980
ENSG00000269621,ENSG00000269621.1,1,629,ENSG00000269621.1-269621
ENSG00000236940,ENSG00000236940.1,1,462,ENSG00000236940.1-236940
ENSG00000143436,MRPL9,11,1740,MRPL9-143436
ENSG00000143450,OAZ3,19,4633,OAZ3-143450
ENSG00000249602,ENSG00000249602.1,1,382,ENSG00000249602.1-249602
ENSG00000232937,ENSG00000232937.1,1,424,ENSG00000232937.1-232937
ENSG00000268288,ENSG00000268288.1,1,515,ENSG00000268288.1-268288
ENSG00000182134,TDRKH,17,5092,TDRKH-182134
ENSG00000203288,TDRKH-AS1,6,1458,TDRKH-AS1-203288
ENSG00000269489,ENSG00000269489.1,1,549,ENSG00000269489.1-269489
ENSG00000213171,LINGO4,3,2644,LINGO4-213171
ENSG00000143365,RORC,20,6517,RORC-143365
ENSG00000225556,C2CD4D,2,2015,C2CD4D-225556
ENSG00000201134,Y_RNA,1,102,Y_RNA-201134
ENSG00000234614,C2CD4D-AS1,1,506,C2CD4D-AS1-234614
ENSG00000196407,THEM5,12,1161,THEM5-196407
ENSG00000159445,THEM4,13,6937,THEM4-159445
ENSG00000285651,ENSG00000285651.1,1,2795,ENSG00000285651.1-285651
ENSG00000286581,ENSG00000286581.1,1,661,ENSG00000286581.1-286581
ENSG00000223810,KRT8P28,2,1390,KRT8P28-223810
ENSG00000197747,S100A10,9,1012,S100A10-197747
ENSG00000229021,ENSG00000229021.2,2,4109,ENSG00000229021.2-229021
ENSG00000240667,NBPF18P,1,568,NBPF18P-240667
ENSG00000163191,S100A11,6,649,S100A11-163191
ENSG00000232678,SPTLC1P4,2,260,SPTLC1P4-232678
ENSG00000285818,ENSG00000285818.1,1,1347,ENSG00000285818.1-285818
ENSG00000182898,TCHHL1,4,3606,TCHHL1-182898
ENSG00000159450,TCHH,13,6985,TCHH-159450
ENSG00000226716,ENSG00000226716.1,1,789,ENSG00000226716.1-226716
ENSG00000233792,PUDPP2,3,1112,PUDPP2-233792
ENSG00000215853,RPTN,3,3569,RPTN-215853
ENSG00000237975,FLG-AS1,7,14980,FLG-AS1-237975
ENSG00000236427,CCDST,1,397,CCDST-236427
ENSG00000197915,HRNR,7,9629,HRNR-197915
ENSG00000143631,FLG,11,12793,FLG-143631
ENSG00000143520,FLG2,6,9124,FLG2-143520
ENSG00000183586,HMGN3P1,8,193,HMGN3P1-183586
ENSG00000143536,CRNN,7,1902,CRNN-143536
ENSG00000186207,LCE5A,5,860,LCE5A-186207
ENSG00000169509,CRCT1,6,718,CRCT1-169509
ENSG00000185966,LCE3E,4,619,LCE3E-185966
ENSG00000163202,LCE3D,5,625,LCE3D-163202
ENSG00000244057,LCE3C,5,476,LCE3C-244057
ENSG00000187238,LCE3B,5,288,LCE3B-187238
ENSG00000185962,LCE3A,1,270,LCE3A-185962
ENSG00000226947,LCEP4,1,325,LCEP4-226947
ENSG00000285753,LCEP3,1,170,LCEP3-285753
ENSG00000187223,LCE2D,4,625,LCE2D-187223
ENSG00000187180,LCE2C,4,625,LCE2C-187180
ENSG00000159455,LCE2B,9,608,LCE2B-159455
ENSG00000187173,LCE2A,4,611,LCE2A-187173
ENSG00000187170,LCE4A,6,615,LCE4A-187170
ENSG00000198854,C1orf68,5,949,C1orf68-198854
ENSG00000229713,LCEP2,1,351,LCEP2-229713
ENSG00000233819,LCEP1,1,308,LCEP1-233819
ENSG00000203786,KPRP,7,2531,KPRP-203786
ENSG00000240386,LCE1F,4,726,LCE1F-240386
ENSG00000186226,LCE1E,9,1299,LCE1E-186226
ENSG00000172155,LCE1D,10,460,LCE1D-172155
ENSG00000197084,LCE1C,6,718,LCE1C-197084
ENSG00000196734,LCE1B,9,1138,LCE1B-196734
ENSG00000186844,LCE1A,6,625,LCE1A-186844
ENSG00000235942,LCE6A,3,640,LCE6A-235942
ENSG00000285946,LCE7A,2,612,LCE7A-285946
ENSG00000163206,SMCP,6,770,SMCP-163206
ENSG00000289062,ENSG00000289062.2,2,1329,ENSG00000289062.2-289062
ENSG00000163207,IVL,7,2152,IVL-163207
ENSG00000224308,LINC01527,1,1997,LINC01527-224308
ENSG00000283227,SPRR5,2,762,SPRR5-283227
ENSG00000184148,SPRR4,4,751,SPRR4-184148
ENSG00000169474,SPRR1A,5,662,SPRR1A-169474
ENSG00000163209,SPRR3,15,1441,SPRR3-163209
ENSG00000252920,ENSG00000252920.1,1,133,ENSG00000252920.1-252920
ENSG00000234262,ENSG00000234262.1,1,299,ENSG00000234262.1-234262
ENSG00000169469,SPRR1B,9,619,SPRR1B-169469
ENSG00000163216,SPRR2D,7,1052,SPRR2D-163216
ENSG00000241794,SPRR2A,2,677,SPRR2A-241794
ENSG00000196805,SPRR2B,8,676,SPRR2B-196805
ENSG00000203785,SPRR2E,9,735,SPRR2E-203785
ENSG00000244094,SPRR2F,2,675,SPRR2F-244094
ENSG00000229035,SPRR2C,2,219,SPRR2C-229035
ENSG00000159516,SPRR2G,9,589,SPRR2G-159516
ENSG00000229699,ENSG00000229699.1,1,2254,ENSG00000229699.1-229699
ENSG00000203784,LELP1,3,536,LELP1-203784
ENSG00000203783,PRR9,5,1222,PRR9-203783
ENSG00000230779,RPLP0P4,1,927,RPLP0P4-230779
ENSG00000203782,LORICRIN,6,1245,LORICRIN-203782
ENSG00000159527,PGLYRP3,4,2229,PGLYRP3-159527
ENSG00000163218,PGLYRP4,15,2273,PGLYRP4-163218
ENSG00000207321,RNU6-160P,1,107,RNU6-160P-207321
ENSG00000163220,S100A9,11,573,S100A9-163220
ENSG00000163221,S100A12,9,485,S100A12-163221
ENSG00000237008,LAPTM4BP1,2,690,LAPTM4BP1-237008
ENSG00000143546,S100A8,10,891,S100A8-143546
ENSG00000224784,S100A15A,2,181,S100A15A-224784
ENSG00000184330,S100A7A,12,4458,S100A7A-184330
ENSG00000203781,S100A7P1,4,275,S100A7P1-203781
ENSG00000197364,S100A7L2,8,306,S100A7L2-197364
ENSG00000143556,S100A7,9,486,S100A7-143556
ENSG00000263841,RN7SL44P,2,302,RN7SL44P-263841
ENSG00000238279,ENSG00000238279.3,3,718,ENSG00000238279.3-238279
ENSG00000197956,S100A6,10,971,S100A6-197956
ENSG00000196420,S100A5,8,1024,S100A5-196420
ENSG00000196154,S100A4,12,946,S100A4-196154
ENSG00000188015,S100A3,10,841,S100A3-188015
ENSG00000196754,S100A2,13,1546,S100A2-196754
ENSG00000285867,ENSG00000285867.1,1,3176,ENSG00000285867.1-285867
ENSG00000188643,S100A16,11,1701,S100A16-188643
ENSG00000189334,S100A14,9,1277,S100A14-189334
ENSG00000189171,S100A13,15,2216,S100A13-189171
ENSG00000271853,ENSG00000271853.5,5,995,ENSG00000271853.5-271853
ENSG00000160678,S100A1,12,3030,S100A1-160678
ENSG00000272030,ENSG00000272030.1,1,1054,ENSG00000272030.1-272030
ENSG00000160679,CHTOP,14,5625,CHTOP-160679
ENSG00000143553,SNAPIN,11,1517,SNAPIN-143553
ENSG00000143621,ILF2,17,2261,ILF2-143621
ENSG00000169418,NPR1,10,4952,NPR1-169418
ENSG00000274940,MIR8083,1,89,MIR8083-274940
ENSG00000242565,RN7SL372P,3,298,RN7SL372P-242565
ENSG00000235015,GEMIN2P1,1,752,GEMIN2P1-235015
ENSG00000199565,Y_RNA,1,102,Y_RNA-199565
ENSG00000143624,INTS3,14,10467,INTS3-143624
ENSG00000243613,ENSG00000243613.1,1,235,ENSG00000243613.1-243613
ENSG00000233222,ENSG00000233222.2,2,316,ENSG00000233222.2-233222
ENSG00000143554,SLC27A3,14,5470,SLC27A3-143554
ENSG00000207039,Y_RNA,1,102,Y_RNA-207039
ENSG00000143614,GATAD2B,11,9244,GATAD2B-143614
ENSG00000291199,ENSG00000291199.1,1,1182,ENSG00000291199.1-291199
ENSG00000231827,ENSG00000231827.5,5,2040,ENSG00000231827.5-231827
ENSG00000223599,ENSG00000223599.1,1,1309,ENSG00000223599.1-223599
ENSG00000236327,ENSG00000236327.2,2,271,ENSG00000236327.2-236327
ENSG00000284738,ENSG00000284738.2,2,1468,ENSG00000284738.2-284738
ENSG00000198837,DENND4B,10,7606,DENND4B-198837
ENSG00000289935,ENSG00000289935.1,1,450,ENSG00000289935.1-289935
ENSG00000160741,CRTC2,17,3602,CRTC2-160741
ENSG00000143570,SLC39A1,19,3388,SLC39A1-143570
ENSG00000285779,ENSG00000285779.1,1,2253,ENSG00000285779.1-285779
ENSG00000276584,MIR6737,1,70,MIR6737-276584
ENSG00000282386,ENSG00000282386.1,1,710,ENSG00000282386.1-282386
ENSG00000273026,ENSG00000273026.1,1,415,ENSG00000273026.1-273026
ENSG00000143578,CREB3L4,16,2902,CREB3L4-143578
ENSG00000143543,JTB,15,1482,JTB-143543
ENSG00000285641,ENSG00000285641.1,1,1706,ENSG00000285641.1-285641
ENSG00000272654,JTB-DT,2,1434,JTB-DT-272654
ENSG00000143545,RAB13,10,2751,RAB13-143545
ENSG00000177954,RPS27,14,1028,RPS27-177954
ENSG00000143552,NUP210L,10,5884,NUP210L-143552
ENSG00000231416,ENSG00000231416.1,1,329,ENSG00000231416.1-231416
ENSG00000200220,RNU6-179P,1,107,RNU6-179P-200220
ENSG00000231837,RPS7P2,2,607,RPS7P2-231837
ENSG00000263987,MIR5698,1,72,MIR5698-263987
ENSG00000143549,TPM3,22,15130,TPM3-143549
ENSG00000264384,RN7SL431P,2,305,RN7SL431P-264384
ENSG00000215938,MIR190B,3,79,MIR190B-215938
ENSG00000163263,CFAP141,7,674,CFAP141-163263
ENSG00000143612,C1orf43,21,2670,C1orf43-143612
ENSG00000143569,UBAP2L,20,7524,UBAP2L-143569
ENSG00000201129,SNORA58B,1,136,SNORA58B-201129
ENSG00000143575,HAX1,16,3428,HAX1-143575
ENSG00000252682,ENSG00000252682.1,1,68,ENSG00000252682.1-252682
ENSG00000212292,RNU6-239P,1,99,RNU6-239P-212292
ENSG00000222457,RNU6-121P,1,99,RNU6-121P-222457
ENSG00000278694,ENSG00000278694.1,1,234,ENSG00000278694.1-278694
ENSG00000143595,AQP10,13,2292,AQP10-143595
ENSG00000143515,ATP8B2,20,7597,ATP8B2-143515
ENSG00000238365,RNU7-57P,3,60,RNU7-57P-238365
ENSG00000237920,ENSG00000237920.2,2,317,ENSG00000237920.2-237920
ENSG00000226855,RPSAP17,1,883,RPSAP17-226855
ENSG00000228013,IL6R-AS1,1,1756,IL6R-AS1-228013
ENSG00000160712,IL6R,13,6993,IL6R-160712
ENSG00000228264,PSMD8P1,1,769,PSMD8P1-228264
ENSG00000169291,SHE,10,8740,SHE-169291
ENSG00000273110,ENSG00000273110.1,1,681,ENSG00000273110.1-273110
ENSG00000163239,TDRD10,12,2706,TDRD10-163239
ENSG00000160714,UBE2Q1,10,4190,UBE2Q1-160714
ENSG00000229780,UBE2Q1-AS1,1,432,UBE2Q1-AS1-229780
ENSG00000286391,ENSG00000286391.3,3,2864,ENSG00000286391.3-286391
ENSG00000160716,CHRNB2,6,5882,CHRNB2-160716
ENSG00000233875,ENSG00000233875.1,1,321,ENSG00000233875.1-233875
ENSG00000160710,ADAR,18,12242,ADAR-160710
ENSG00000287064,ENSG00000287064.1,1,1224,ENSG00000287064.1-287064
ENSG00000143603,KCNN3,19,13599,KCNN3-143603
ENSG00000163344,PMVK,6,1002,PMVK-163344
ENSG00000270361,ENSG00000270361.1,1,690,ENSG00000270361.1-270361
ENSG00000163346,PBXIP1,17,3851,PBXIP1-163346
ENSG00000268154,Metazoa_SRP,2,283,Metazoa_SRP-268154
ENSG00000163348,PYGO2,4,3664,PYGO2-163348
ENSG00000271380,PYGO2-AS1,1,799,PYGO2-AS1-271380
ENSG00000160691,SHC1,19,4342,SHC1-160691
ENSG00000173207,CKS1B,13,2340,CKS1B-173207
ENSG00000264349,MIR4258,1,91,MIR4258-264349
ENSG00000160688,FLAD1,19,4019,FLAD1-160688
ENSG00000163352,LENEP,6,730,LENEP-163352
ENSG00000289103,ENSG00000289103.2,2,1310,ENSG00000289103.2-289103
ENSG00000160685,ZBTB7B,14,4304,ZBTB7B-160685
ENSG00000163354,DCST2,15,3071,DCST2-163354
ENSG00000163357,DCST1,11,3193,DCST1-163357
ENSG00000232093,DCST1-AS1,1,822,DCST1-AS1-232093
ENSG00000143537,ADAM15,14,6584,ADAM15-143537
ENSG00000243364,EFNA4,8,1257,EFNA4-243364
ENSG00000251246,EFNA4-EFNA3,1,1042,EFNA4-EFNA3-251246
ENSG00000143590,EFNA3,14,1944,EFNA3-143590
ENSG00000202027,Y_RNA,1,109,Y_RNA-202027
ENSG00000169242,EFNA1,12,2165,EFNA1-169242
ENSG00000169241,SLC50A1,19,2340,SLC50A1-169241
ENSG00000179085,DPM3,8,622,DPM3-179085
ENSG00000223452,HMGN2P18,3,270,HMGN2P18-223452
ENSG00000163463,KRTCAP2,13,3814,KRTCAP2-163463
ENSG00000273088,ENSG00000273088.2,2,753,ENSG00000273088.2-273088
ENSG00000163462,TRIM46,19,4533,TRIM46-163462
ENSG00000185499,MUC1,17,2401,MUC1-185499
ENSG00000231064,THBS3-AS1,9,2736,THBS3-AS1-231064
ENSG00000284586,MIR92B,1,96,MIR92B-284586
ENSG00000169231,THBS3,13,4623,THBS3-169231
ENSG00000173171,MTX1,15,3282,MTX1-173171
ENSG00000236263,ENSG00000236263.1,1,568,ENSG00000236263.1-236263
ENSG00000291137,GBAP1,1,4163,GBAP1-291137
ENSG00000160766,GBAP1,17,1546,GBAP1-160766
ENSG00000236675,MTX1P1,1,838,MTX1P1-236675
ENSG00000177628,GBA1,16,3648,GBA1-177628
ENSG00000160767,ENTREP3,23,4574,ENTREP3-160767
ENSG00000116521,SCAMP3,11,2442,SCAMP3-116521
ENSG00000176444,CLK2,19,3658,CLK2-176444
ENSG00000143630,HCN3,10,4241,HCN3-143630
ENSG00000143627,PKLR,19,3168,PKLR-143627
ENSG00000160752,FDPS,15,3718,FDPS-160752
ENSG00000225855,RUSC1-AS1,7,3516,RUSC1-AS1-225855
ENSG00000160753,RUSC1,17,5637,RUSC1-160753
ENSG00000116539,ASH1L,14,13783,ASH1L-116539
ENSG00000283701,MIR555,1,96,MIR555-283701
ENSG00000207134,RNU6-106P,1,107,RNU6-106P-207134
ENSG00000227773,ASH1L-IT1,1,448,ASH1L-IT1-227773
ENSG00000207144,RNU6-1297P,1,104,RNU6-1297P-207144
ENSG00000237872,POU5F1P4,4,1085,POU5F1P4-237872
ENSG00000235919,ASH1L-AS1,5,1225,ASH1L-AS1-235919
ENSG00000125459,MSTO1,18,4287,MSTO1-125459
ENSG00000271267,ENSG00000271267.1,1,257,ENSG00000271267.1-271267
ENSG00000225082,DAP3P1,2,278,DAP3P1-225082
ENSG00000223503,ENSG00000223503.1,1,662,ENSG00000223503.1-223503
ENSG00000232519,ENSG00000232519.2,2,220,ENSG00000232519.2-232519
ENSG00000246203,ENSG00000246203.2,2,2505,ENSG00000246203.2-246203
ENSG00000287839,ENSG00000287839.2,2,1261,ENSG00000287839.2-287839
ENSG00000163374,YY1AP1,20,5001,YY1AP1-163374
ENSG00000132676,DAP3,16,4588,DAP3-132676
ENSG00000227673,ENSG00000227673.1,1,157,ENSG00000227673.1-227673
ENSG00000203761,MSTO2P,5,1709,MSTO2P-203761
ENSG00000116580,GON4L,20,11970,GON4L-116580
ENSG00000234937,ENSG00000234937.1,1,941,ENSG00000234937.1-234937
ENSG00000132718,SYT11,9,5182,SYT11-132718
ENSG00000283442,U4,1,106,U4-283442
ENSG00000143622,RIT1,12,4041,RIT1-143622
ENSG00000132680,KHDC4,11,5646,KHDC4-132680
ENSG00000207475,SNORA80E,1,137,SNORA80E-207475
ENSG00000280466,SCARNA4,1,128,SCARNA4-280466
ENSG00000281394,SCARNA4,1,129,SCARNA4-281394
ENSG00000173080,RXFP4,6,1450,RXFP4-173080
ENSG00000116584,ARHGEF2,22,9250,ARHGEF2-116584
ENSG00000277817,MIR6738,1,64,MIR6738-277817
ENSG00000273002,ARHGEF2-AS2,1,2157,ARHGEF2-AS2-273002
ENSG00000224276,ARHGEF2-AS1,1,401,ARHGEF2-AS1-224276
ENSG00000285677,ENSG00000285677.2,2,2366,ENSG00000285677.2-285677
ENSG00000163479,SSR2,14,6643,SSR2-163479
ENSG00000160803,UBQLN4,8,3884,UBQLN4-160803
ENSG00000116586,LAMTOR2,12,1404,LAMTOR2-116586
ENSG00000132698,RAB25,15,1689,RAB25-132698
ENSG00000254726,MEX3A,3,6591,MEX3A-254726
ENSG00000160789,LMNA,24,8141,LMNA-160789
ENSG00000196189,SEMA4A,14,6771,SEMA4A-196189
ENSG00000252236,ENSG00000252236.1,1,141,ENSG00000252236.1-252236
ENSG00000160785,SLC25A44,14,7293,SLC25A44-160785
ENSG00000260238,PMF1-BGLAP,6,1007,PMF1-BGLAP-260238
ENSG00000160783,PMF1,19,2520,PMF1-160783
ENSG00000242252,BGLAP,2,964,BGLAP-242252
ENSG00000160781,PAQR6,17,2531,PAQR6-160781
ENSG00000198952,SMG5,8,5304,SMG5-198952
ENSG00000163472,TMEM79,19,3032,TMEM79-163472
ENSG00000198715,GLMP,13,3471,GLMP-198715
ENSG00000189030,VHLL,10,684,VHLL-189030
ENSG00000163468,CCT3,15,3864,CCT3-163468
ENSG00000163467,TSACC,12,1115,TSACC-163467
ENSG00000132677,RHBG,13,3384,RHBG-132677
ENSG00000237390,ENSG00000237390.1,1,5586,ENSG00000237390.1-237390
ENSG00000125462,MIR9-1HG,20,14112,MIR9-1HG-125462
ENSG00000207933,MIR9-1,3,89,MIR9-1-207933
ENSG00000116604,MEF2D,19,6351,MEF2D-116604
ENSG00000206651,Y_RNA,1,113,Y_RNA-206651
ENSG00000288835,ENSG00000288835.1,1,597,ENSG00000288835.1-288835
ENSG00000289593,ENSG00000289593.2,2,432,ENSG00000289593.2-289593
ENSG00000260460,ENSG00000260460.1,1,1828,ENSG00000260460.1-260460
ENSG00000183856,IQGAP3,11,6742,IQGAP3-183856
ENSG00000187862,TTC24,13,3782,TTC24-187862
ENSG00000163382,NAXE,13,10113,NAXE-163382
ENSG00000160818,GPATCH4,17,4622,GPATCH4-160818
ENSG00000272971,ENSG00000272971.1,1,547,ENSG00000272971.1-272971
ENSG00000132702,HAPLN2,13,2204,HAPLN2-132702
ENSG00000272068,BCAN-AS1,1,3222,BCAN-AS1-272068
ENSG00000132692,BCAN,19,4765,BCAN-132692
ENSG00000272405,ENSG00000272405.1,1,3222,ENSG00000272405.1-272405
ENSG00000229953,BCAN-AS2,1,758,BCAN-AS2-229953
ENSG00000132688,NES,11,5568,NES-132688
ENSG00000237588,ENSG00000237588.2,2,4122,ENSG00000237588.2-237588
ENSG00000285570,ENSG00000285570.1,1,956,ENSG00000285570.1-285570
ENSG00000143320,CRABP2,9,1082,CRABP2-143320
ENSG00000223356,ENSG00000223356.1,1,433,ENSG00000223356.1-223356
ENSG00000143319,ISG20L2,17,5229,ISG20L2-143319
ENSG00000143303,METTL25B,12,3169,METTL25B-143303
ENSG00000143314,MRPL24,12,1695,MRPL24-143314
ENSG00000143321,HDGF,19,3720,HDGF-143321
ENSG00000143294,PRCC,15,4071,PRCC-143294
ENSG00000287624,ENSG00000287624.1,1,689,ENSG00000287624.1-287624
ENSG00000027869,SH2D2A,12,2498,SH2D2A-27869
ENSG00000198400,NTRK1,14,5209,NTRK1-198400
ENSG00000027644,INSRR,5,5200,INSRR-27644
ENSG00000187800,PEAR1,14,5525,PEAR1-187800
ENSG00000160838,LRRC71,14,2649,LRRC71-160838
ENSG00000132694,ARHGEF11,19,9322,ARHGEF11-132694
ENSG00000211581,MIR765,1,114,MIR765-211581
ENSG00000266160,RN7SL612P,2,295,RN7SL612P-266160
ENSG00000237842,SMU1P1,2,1531,SMU1P1-237842
ENSG00000224520,KRT8P45,2,1447,KRT8P45-224520
ENSG00000253831,ETV3L,3,2100,ETV3L-253831
ENSG00000117036,ETV3,12,6707,ETV3-117036
ENSG00000235700,CYCSP52,1,310,CYCSP52-235700
ENSG00000290592,ENSG00000290592.1,1,5817,ENSG00000290592.1-290592
ENSG00000229961,ENSG00000229961.4,4,808,ENSG00000229961.4-229961
ENSG00000284592,ENSG00000284592.2,2,262,ENSG00000284592.2-284592
ENSG00000228239,ENSG00000228239.1,1,399,ENSG00000228239.1-228239
ENSG00000271736,LINC02772,2,1647,LINC02772-271736
ENSG00000286073,ENSG00000286073.1,1,1121,ENSG00000286073.1-286073
ENSG00000286151,ENSG00000286151.1,1,1095,ENSG00000286151.1-286151
ENSG00000286005,ENSG00000286005.1,1,271,ENSG00000286005.1-286005
ENSG00000143297,FCRL5,19,12414,FCRL5-143297
ENSG00000163518,FCRL4,11,3882,FCRL4-163518
ENSG00000236731,ENSG00000236731.1,1,505,ENSG00000236731.1-236731
ENSG00000233712,ENSG00000233712.2,2,642,ENSG00000233712.2-233712
ENSG00000160856,FCRL3,21,6450,FCRL3-160856
ENSG00000227217,ENSG00000227217.1,1,758,ENSG00000227217.1-227217
ENSG00000231700,ENSG00000231700.3,3,558,ENSG00000231700.3-231700
ENSG00000232366,VDAC1P9,1,841,VDAC1P9-232366
ENSG00000132704,FCRL2,16,5058,FCRL2-132704
ENSG00000163534,FCRL1,15,3950,FCRL1-163534
ENSG00000073754,CD5L,6,2469,CD5L-73754
ENSG00000227425,MRPS21P2,1,264,MRPS21P2-227425
ENSG00000236957,ENSG00000236957.8,8,894,ENSG00000236957.8-236957
ENSG00000291226,ENSG00000291226.1,1,1574,ENSG00000291226.1-291226
ENSG00000183853,KIRREL1,18,7872,KIRREL1-183853
ENSG00000226520,KIRREL1-IT1,1,587,KIRREL1-IT1-226520
ENSG00000288460,SMIM42,1,1015,SMIM42-288460
ENSG00000231666,LINC01704,7,2071,LINC01704-231666
ENSG00000227295,ELL2P1,2,1906,ELL2P1-227295
ENSG00000158473,CD1D,8,4359,CD1D-158473
ENSG00000229914,ENSG00000229914.1,1,499,ENSG00000229914.1-229914
ENSG00000176320,ENSG00000176320.2,2,1999,ENSG00000176320.2-176320
ENSG00000158477,CD1A,7,1809,CD1A-158477
ENSG00000230942,HMGN1P5,1,263,HMGN1P5-230942
ENSG00000158481,CD1C,13,2442,CD1C-158481
ENSG00000158485,CD1B,11,1395,CD1B-158485
ENSG00000158488,CD1E,16,2203,CD1E-158488
ENSG00000186306,OR10T2,1,945,OR10T2-186306
ENSG00000180708,OR10K2,6,3023,OR10K2-180708
ENSG00000203758,OR10T1P,4,947,OR10T1P-203758
ENSG00000236257,EI24P2,1,1076,EI24P2-236257
ENSG00000173285,OR10K1,5,3936,OR10K1-173285
ENSG00000198965,OR10R2,5,1159,OR10R2-198965
ENSG00000236656,ENSG00000236656.1,1,2597,ENSG00000236656.1-236656
ENSG00000198703,OR10R3P,2,942,OR10R3P-198703
ENSG00000227445,OR10R1P,1,1141,OR10R1P-227445
ENSG00000231434,HSP90AA3P,1,2167,HSP90AA3P-231434
ENSG00000197532,OR6Y1,3,5128,OR6Y1-197532
ENSG00000186440,OR6P1,3,3255,OR6P1-186440
ENSG00000279111,OR10X1,2,981,OR10X1-279111
ENSG00000198967,OR10Z1,5,6323,OR10Z1-198967
ENSG00000163554,SPTA1,15,10108,SPTA1-163554
ENSG00000231237,OR6K1P,1,971,OR6K1P-231237
ENSG00000196171,OR6K2,3,975,OR6K2-196171
ENSG00000203757,OR6K3,2,1875,OR6K3-203757
ENSG00000180437,OR6K4P,5,955,OR6K4P-180437
ENSG00000226949,OR6K5P,1,945,OR6K5P-226949
ENSG00000197403,OR6N1,5,2726,OR6N1-197403
ENSG00000180433,OR6K6,6,1172,OR6K6-180433
ENSG00000188340,OR6N2,3,3455,OR6N2-188340
ENSG00000229724,OR2AQ1P,1,200,OR2AQ1P-229724
ENSG00000180409,OR10AA1P,3,937,OR10AA1P-180409
ENSG00000163563,MNDA,8,2025,MNDA-163563
ENSG00000229849,PYHIN5P,1,723,PYHIN5P-229849
ENSG00000163564,PYHIN1,15,3484,PYHIN1-163564
ENSG00000163565,IFI16,20,5294,IFI16-163565
ENSG00000289721,PYDC5,1,2781,PYDC5-289721
ENSG00000163568,AIM2,16,6426,AIM2-163568
ENSG00000233473,RAD1P2,2,663,RAD1P2-233473
ENSG00000162706,CADM3,13,3847,CADM3-162706
ENSG00000222552,RNA5SP60,1,87,RNA5SP60-222552
ENSG00000225670,CADM3-AS1,4,5208,CADM3-AS1-225670
ENSG00000213088,ACKR1,13,1348,ACKR1-213088
ENSG00000215846,MPTX1,6,609,MPTX1-215846
ENSG00000248642,OR10J2P,1,961,OR10J2P-248642
ENSG00000179639,FCER1A,11,1165,FCER1A-179639
ENSG00000196266,OR10J3,6,940,OR10J3-196266
ENSG00000228560,ENSG00000228560.1,1,1063,ENSG00000228560.1-228560
ENSG00000248442,OR10J7P,2,934,OR10J7P-248442
ENSG00000251686,OR10J8P,1,929,OR10J8P-251686
ENSG00000249197,OR10J9P,1,987,OR10J9P-249197
ENSG00000249730,OR10J4,1,935,OR10J4-249730
ENSG00000196184,OR10J1,10,3557,OR10J1-196184
ENSG00000224943,LINC02819,1,853,LINC02819-224943
ENSG00000289484,ENSG00000289484.1,1,2366,ENSG00000289484.1-289484
ENSG00000184155,OR10J5,8,930,OR10J5-184155
ENSG00000231100,ENSG00000231100.1,1,666,ENSG00000231100.1-231100
ENSG00000271890,OR10AE1P,1,1029,OR10AE1P-271890
ENSG00000132703,APCS,4,925,APCS-132703
ENSG00000158731,OR10J6P,2,930,OR10J6P-158731
ENSG00000276632,ENSG00000276632.1,1,470,ENSG00000276632.1-276632
ENSG00000223603,CRPP1,1,625,CRPP1-223603
ENSG00000132693,CRP,12,2015,CRP-132693
ENSG00000235226,ENSG00000235226.1,1,420,ENSG00000235226.1-235226
ENSG00000288775,ENSG00000288775.2,2,856,ENSG00000288775.2-288775
ENSG00000158716,DUSP23,9,827,DUSP23-158716
